datetime,count
2011-01-20 00:00:00,10.400927603617175
2011-01-20 01:00:00,4.544723718218306
2011-01-20 02:00:00,3.6140696781608597
2011-01-20 03:00:00,6.871820695529316
2011-01-20 04:00:00,36.798239957746475
2011-01-20 05:00:00,89.17157137954193
2011-01-20 06:00:00,210.8419418487249
2011-01-20 07:00:00,120.68564496792911
2011-01-20 08:00:00,57.341139396496715
2011-01-20 09:00:00,57.54519122297841
2011-01-20 10:00:00,71.56950313428408
2011-01-20 11:00:00,70.04484199219291
2011-01-20 12:00:00,71.1900819940518
2011-01-20 13:00:00,83.21939910754018
2011-01-20 14:00:00,202.90582300466545
2011-01-20 15:00:00,174.90357900143195
2011-01-20 16:00:00,111.55401592623369
2011-01-20 17:00:00,73.22015232397248
2011-01-20 18:00:00,48.57442893274418
2011-01-20 19:00:00,36.16750919686508
2011-01-20 20:00:00,17.87858764059758
2011-01-20 21:00:00,10.078417017499717
2011-01-20 22:00:00,6.395242184812415
2011-01-20 23:00:00,4.001086997244504
2011-01-21 00:00:00,3.149922380074744
2011-01-21 01:00:00,2.888086529134192
2011-01-21 02:00:00,6.871820695529316
2011-01-21 03:00:00,33.8465341764928
2011-01-21 04:00:00,91.69572538685529
2011-01-21 05:00:00,199.30226466776602
2011-01-21 06:00:00,127.17256469602293
2011-01-21 07:00:00,44.17243185669751
2011-01-21 08:00:00,61.38333945347905
2011-01-21 09:00:00,65.02215738993016
2011-01-21 10:00:00,62.37755890791603
2011-01-21 11:00:00,56.47414292880512
2011-01-21 12:00:00,55.54529339365306
2011-01-21 13:00:00,81.83853597892711
2011-01-21 14:00:00,159.37416322817108
2011-01-21 15:00:00,142.23115374888297
2011-01-21 16:00:00,104.98742534462302
2011-01-21 17:00:00,63.006837309590665
2011-01-21 18:00:00,40.9825513938565
2011-01-21 19:00:00,31.949092789749887
2011-01-21 20:00:00,19.393553004426202
2011-01-21 21:00:00,22.68891176871242
2011-01-21 22:00:00,15.145478064223514
2011-01-21 23:00:00,12.383160185494999
2011-01-22 00:00:00,5.767387993897712
2011-01-22 01:00:00,2.9174889468589558
2011-01-22 02:00:00,4.662168465160371
2011-01-22 03:00:00,9.867717274734794
2011-01-22 04:00:00,17.119325332644667
2011-01-22 06:00:00,24.895339112406038
2011-01-22 07:00:00,42.97969670919942
2011-01-22 08:00:00,46.295603387182695
2011-01-22 09:00:00,50.056922729319794
2011-01-22 10:00:00,49.60955250869933
2011-01-22 11:00:00,52.67274041597589
2011-01-22 12:00:00,46.77771986112651
2011-01-22 13:00:00,32.49063949776716
2011-01-22 14:00:00,34.95672235257752
2011-01-22 15:00:00,32.088769117792076
2011-01-22 16:00:00,11.775060963817621
2011-01-22 17:00:00,27.586358694087487
2011-01-22 18:00:00,19.690293446328432
2011-01-22 19:00:00,13.577222476830512
2011-01-22 20:00:00,8.809949279796692
2011-01-22 21:00:00,2.211636108115269
2011-01-22 22:00:00,2.192606052628413
2011-01-22 23:00:00,7.558337409882351
2011-01-23 00:00:00,14.92213900277345
2011-01-23 01:00:00,25.60237383212984
2011-01-23 02:00:00,53.09639627276659
2011-01-23 03:00:00,54.087912199346114
2011-01-23 05:00:00,66.96007799598473
2011-01-23 06:00:00,62.7951717071182
2011-01-23 07:00:00,67.16019891362777
2011-01-23 08:00:00,65.84143063317809
2011-01-23 09:00:00,65.65812679881257
2011-01-23 10:00:00,60.89001147892288
2011-01-23 11:00:00,48.866012102260164
2011-01-23 12:00:00,33.645806724051425
2011-01-23 13:00:00,29.82268592661174
2011-01-23 14:00:00,32.07684887123898
2011-01-23 15:00:00,29.308724296180145
2011-01-23 16:00:00,19.18192394409549
2011-01-23 17:00:00,9.7753287267258
2011-01-23 18:00:00,3.6724809703916907
2011-01-23 19:00:00,2.655022914007933
2011-01-23 20:00:00,3.258822152470092
2011-01-23 21:00:00,5.7333273070384285
2011-01-23 22:00:00,27.71017244157878
